"AT","AP","AH","AFDP","GTEP","TIT","TAT","TEY","CDP","CO","NOX"
15.864,1011.8,100.01,3.6348,20.345,1051.7,550.22,112.44,10.547,5.2085,61.748
19.898,1005.8,78.482,4.0035,31.771,1100,536.32,152.3,13.483,1.6726,80.589
19.868,1017.4,95.11,3.8136,20.258,1060,550.15,112.22,10.713,4.731,56.209
18.752,1009.5,77.188,2.905,20.824,1056,549.73,114.68,10.79,3.4933,51.248
14.349,1016.1,60.859,4.5109,31.919,1100.3,530.56,158.66,13.899,1.8363,62.689
28.649,1011,64.403,4.5014,29.143,1100,547.81,145.29,13.029,1.0704,55.719
18.759,1012.4,65.489,3.763,25.258,1081.8,550.08,133.84,11.948,1.7116,65.308
21.055,1017.2,75.695,6.6291,31.121,1097.9,535.23,149.77,13.456,1.292,60.038
19.714,1013.1,94.221,3.6936,19.45,1056,549.94,109.27,10.5,4.7934,56.443
17.105,1018.1,59.725,4.8594,31.476,1100.1,533.43,155.21,13.777,1.2207,70.587
15.372,993.8,63.52,3.3046,28.635,1075.1,549.9,130.58,11.734,3.3179,63.614
16.064,1013.6,89.382,3.6411,25.531,1078.8,549.99,133.94,11.937,1.4604,59.574
27.94,1015.9,59.244,3.8186,24.483,1078.8,549.94,127.62,11.77,3.0013,50.274
11.944,1018.2,96.523,3.6515,28.368,1099.8,545.48,148.67,12.878,0.86121,76.218
13.361,1021.3,76.725,2.2851,19.157,1053.8,549.01,109.96,10.474,4.5793,68.513
25.261,1012.1,57.623,3.6802,25.398,1090.4,549.99,133.78,12.217,1.0507,63.975
26.686,1016.1,64.929,4.7173,27.866,1099.9,547.47,140.2,12.627,1.3423,68.51
0.087578,1021.7,65.819,2.6304,20.108,1056.6,549.4,118.3,10.877,4.5298,89.741
16.907,1021.9,88.301,4.1247,32.293,1100,532.71,155.2,13.741,1.2093,69
4.2951,1017.3,78.754,3.3534,24.96,1083.6,549.64,137.97,12.02,3.2154,73.359
10.933,1006.4,99.776,3.6699,19.974,1060.6,549.98,115.53,10.549,3.2873,77.272
19.586,1022,74.381,4.0922,31.997,1100,533.95,153.99,13.625,1.1763,73.525
11.535,1018.2,75.37,3.9363,24.128,1086.4,550.02,134.56,11.872,1.3549,75.569
6.1943,1021,81.188,4.1385,33.605,1100,531.23,164.45,14.126,2.4423,52.754
11.194,1010.3,83.117,2.9007,20.901,1058.2,550.09,118.2,10.784,5.3003,68.789
13.117,1011.7,88.306,2.2861,19.513,1044,549.79,107.47,10.25,3.8799,69.14
8.0645,1023.7,93.293,4.4362,20.107,1036.1,534.29,110.92,10.616,9.1249,101.1
24.483,1001,61.416,3.8594,25.583,1090.2,549.97,133.13,12.074,0.88249,65.397
9.9724,1021.3,78.677,3.4483,24.693,1076.2,549.9,133.69,11.821,1.2505,62.325
9.7074,1008.1,94.716,3.6462,24.969,1085.4,550.37,134.43,11.823,1.2697,62.879
20.05,1001.4,92.469,3.874,24.692,1075.8,550.03,128.38,11.674,1.9561,48.841
10.413,1022,84.559,5.6235,32.509,1100.1,528.11,161.57,14.099,3.4489,68.167
12.501,1013.8,85.102,3.2749,24.636,1087.1,550.01,134.89,11.98,2.4598,79.461
24.302,1002,87.117,3.9374,25.037,1077.1,550.47,128.32,11.732,0.95265,42.634
26.244,1012.6,59.566,5.2666,30.731,1100.1,544.05,148.43,13.298,0.76072,59.524
23.029,1010,93.26,3.8502,25.517,1091.5,549.99,134.76,12.151,0.3142,58.176
24.538,1008.2,76.929,4.5051,30.698,1100,542.99,149.27,13.326,1.4932,55.756
4.5317,1023.3,82.976,2.5757,20.901,1061.7,550.12,121.88,11.079,2.3457,74.527
5.914,1011.9,92.371,4.0644,23.553,1083.8,549.96,133.23,11.74,3.0005,85.062
18.124,1025.8,88.915,4.0082,22.165,1065.4,550.01,120.17,11.186,2.8631,60.388
6.5421,1015.7,83.578,4.1048,34.268,1099.9,532.93,163.38,14.011,2.3644,59.227
22.995,1015.7,76.908,3.6737,20.15,1059,549.93,110.42,10.596,4.5384,56.968
27.266,1012.3,56.877,5.0639,32.274,1099.8,538.95,151.64,13.609,0.53504,46.611
24.706,1006.2,65.242,3.8511,25.796,1091.3,549.96,134.27,12.236,0.23388,63.998
21.771,1012.8,52.225,4.261,25.653,1091.8,549.59,134.76,12.118,0.92932,74.713
5.257,1033.2,80.568,3.2357,22.802,1073.6,550.06,130.34,11.608,4.3795,70.451
6.0392,1028.8,94.547,3.8752,22.524,1067.9,548.23,125.41,11.462,11.981,109.24
26.092,1012.8,54.641,3.8539,25.679,1092.1,550.39,133.81,12.281,0.71438,66.987
8.2789,1021.7,91.897,2.2218,19.362,1033.4,533.27,109.37,10.446,11.113,89.757
19.03,1014,84.264,2.8395,19.376,1048.6,549.86,109.18,10.479,4.168,51.641
19.66,1013.5,73.185,3.3104,24.259,1077.7,549.89,130.43,11.806,1.9803,54.349
10.058,1018.8,86.008,2.9182,23.774,1084.3,550.15,133.28,11.731,1.7324,74.497
5.2576,1027.6,78.608,4.0844,23.311,1085,549.68,133.68,11.75,2.6685,88.962
21.866,1005.2,63.517,3.8311,25.438,1090.7,550.12,134.77,12.202,0.71014,72.871
24.64,1015.7,65.488,6.3999,30.948,1100,537.14,149.87,13.453,1.5186,78.017
11.43,1015.8,69.753,3.9748,24.113,1085.9,549.97,134.81,11.886,0.93227,76.819
4.9469,1011.8,86.141,4.2746,23.679,1084.3,550.12,131.62,11.763,1.679,90.887
20.018,1014.1,60.956,3.9089,24.893,1081.9,549.59,132.31,11.926,1.7399,53.019
22.524,1003.3,80.413,4.6004,31.363,1100,541.99,152.64,13.423,1.3701,60.8
9.6779,1008.6,99.591,4.0094,32.876,1099.9,528.72,162.75,13.984,1.2966,69.442
28.037,1010,65.591,4.3753,26.146,1094,550.42,134.52,12.328,1.3891,62.068
12.482,1006.9,92.238,3.7219,25.227,1078,550.06,134.98,11.84,1.6375,59.38
14.048,1018.7,82.916,4.1348,24.265,1087,549.9,133.52,11.966,1.634,70.008
7.7462,1022.9,73.891,2.5322,21.549,1064.2,550.09,123.09,11.225,2.5384,74.403
8.7508,1020.9,88.403,4.3545,23.832,1084.7,549.77,133.67,11.802,1.6012,78.635
18.251,1017.8,98.573,3.441,20.522,1059.8,547.31,114.62,10.832,7.9952,69.057
9.0924,1030.6,68.059,3.9494,23.452,1085.4,550.1,133.77,11.981,1.7362,82.045
12.748,1020,92.035,3.1877,24.585,1087.6,549.99,134.33,12.042,3.5381,81.404
20.963,1010.3,88.962,5.219,30.408,1099.8,544.5,148.94,13.253,1.0392,55.148
17.096,1018.3,77.371,3.3214,23.737,1075.6,550.16,128.92,11.803,2.3565,52.494
16.114,1017.1,96.243,4.4405,24.41,1078.5,550.03,130.59,11.893,2.089,58.726
24.291,1017.6,60.214,4.3801,26.018,1093.4,549.97,134.77,12.177,1.0359,70.826
1.8304,1016,78.587,4.0913,34.021,1100.1,528.95,168.07,14.318,0.95646,59.68
13.865,1019.3,74.811,3.2042,24.87,1088.1,549.97,134.82,11.925,1.1501,65.472
6.7666,1017,86.274,5.8973,33.032,1097.2,528.08,161.73,13.933,0.82346,69.497
18.041,1018.5,76.763,3.2406,23.376,1074.3,550.18,127.43,11.666,2.2462,49.238
25.201,1010.9,81.597,4.2782,29.081,1099.6,547.15,145.66,13.101,1.0462,51.736
5.7048,1012.5,81.652,2.5604,18.775,1029.5,538.5,107.93,10.301,10.713,92.142
21.339,1016.3,86.53,5.2632,25.201,1089.2,549.66,133.27,11.999,1.2697,65.112
27.486,1004.2,78.011,4.5029,30.04,1099.9,541.06,145.08,13.088,0.5911,54.649
18.664,1003.8,79.057,5.1328,25.123,1087.8,549.99,134.09,12.094,0.69684,66.43
11.652,1017.6,82.765,2.7266,22.375,1063.7,549.97,122.21,11.199,3.3916,69.861
18.4,1010.1,74.002,2.9882,24.776,1087.4,550.08,133.2,11.879,1.971,77.866
19.331,1017.1,78.436,3.3132,23.495,1072.9,550.03,126.76,11.558,2.9815,54.197
11.92,1011.9,80.233,3.0314,23.952,1074,550.15,129.65,11.615,4.6106,68.29
11.44,1020.1,97.746,3.0122,19.089,1047.5,550.07,110.6,10.333,5.7379,71.811
13.999,1003.8,82.281,3.6918,30.756,1100.2,542.19,153.54,13.446,0.68181,59.578
16.432,1021.1,75.903,4.7101,30.836,1099.2,533.21,154.97,13.627,1.4199,64.519
16.623,1022,89.808,3.0499,23.634,1080.4,549.74,128.05,11.631,2.4217,65.545
27.256,1000.3,54.888,4.0434,26.652,1095.3,550.22,134.76,12.259,1.0626,75.014
24.194,1015.2,79.879,3.5715,19.931,1058.7,549.98,109.86,10.626,4.0486,47.011
16.78,1011.7,75.296,2.5728,19.878,1056.4,549.81,110.73,10.536,3.6235,72.188
10.578,1010.3,86.611,4.1288,32.056,1099.9,531.22,160.42,13.853,1.0961,69.767
26.17,1013.3,71.633,3.9459,26.117,1085,550.17,134.07,12.211,1.6842,55.794
18.794,1020.4,62.556,4.2565,31.344,1100,538.18,155.6,13.666,1.0919,43.199
31.271,1004.2,61.309,4.3234,25.684,1080.9,550.1,127.39,12.056,1.8514,53.404
2.7413,1030.5,87.023,4.7943,34.084,1099.9,527.3,168.06,14.405,2.2184,48.456
16.255,1023.2,89.749,3.6345,19.877,1052.3,550.01,111.36,10.653,4.4428,64.436
14.399,1020.5,70.862,2.843,23.799,1053.2,549.52,113.65,10.679,5.7591,67.47
11.394,1011.6,90.807,3.1919,18.432,1022.9,537.33,101.43,10.076,1.567,100.23
10.987,1020,86.996,2.726,23.746,1085.1,550.02,133.78,11.872,1.2194,64.788
32.134,1006.9,71.172,4.8241,29.925,1100.1,542.15,144.44,13.085,0.64999,52.055
12.595,1016.8,73.945,3.534,27.074,1080.4,544.25,137.93,12.306,9.5956,76.519
23.584,1008.1,92.163,3.7158,20.293,1058.6,550.12,110.97,10.699,4.7195,48.692
14.919,1007.1,91.224,4.1114,31.696,1099.9,533.84,156.24,13.598,1.2301,73.596
28.473,1008,55.332,3.9329,24.988,1077.8,550.3,127.49,11.782,1.9812,52.913
28.729,998.73,45.381,5.0923,32.971,1100,532.41,153.19,13.68,0.58427,63.116
31.433,1007.1,69.748,4.2833,25.978,1082.2,550.14,128.68,11.951,1.7951,50.022
17.329,1010.7,86.832,4.1577,25.087,1089.3,549.77,134.82,12.084,0.77811,66.861
14.483,1018.1,65.852,3.8588,19.498,1055.3,549.62,110.59,10.544,2.9436,79.615
16.551,1009.3,90.739,3.5033,24.369,1085.5,550.02,132.26,11.842,1.2371,64.204
24.008,1010.6,56.563,4.6147,30.236,1099.8,538.61,150.71,13.382,1.2884,58.929
13.913,1008,79.799,5.5906,31.317,1099.7,535.82,154.88,13.468,1.0022,70.81
9.0965,1022.1,81.281,4.2909,23.672,1084.2,550.2,133.3,11.687,1.6123,79.197
13.286,1015,90.218,2.6754,19.146,1054.3,549.14,110.2,10.38,5.4427,80.792
25.858,1011.6,59.737,4.2376,30.695,1100,542.84,149.49,13.321,1.6539,53.792
14.119,1015.4,92.737,3.5916,25.243,1078.1,550.2,133.85,11.947,0.95867,58.314
7.6387,1006.9,83.914,3.0484,23.043,1073.5,550.05,130.91,11.664,3.3985,71.272
14.416,1007.6,91.313,3.5519,25.229,1078.4,549.92,134.42,11.933,0.46141,60.824
11.92,1018.9,77.951,4.2457,31.446,1099.9,534.21,155.68,13.584,1.6369,72.958
14.805,1012.9,88.349,4.963,32.096,1099.9,531.67,157.54,13.796,0.43331,62.087
29.769,1007.4,61.635,3.2639,21.344,1066.1,549.83,114.92,10.975,3.6794,68.573
23.034,1005.8,74.489,2.6627,19.917,1055.1,550.35,108.16,10.375,4.5626,68.422
17.257,1008.7,89.146,5.0729,30.99,1100.3,534.82,155.23,13.665,1.2742,69.177
11.81,1004.9,83.924,3.5288,28.822,1083.4,550.18,137.12,11.987,2.9365,62.585
13.675,1008.2,93.509,2.6251,19.196,1049.9,547.89,108.4,10.394,6.6325,81.676
20.987,1014.3,71.72,3.0536,19.936,1052.1,550.06,110.99,10.616,4.4103,54.582
7.8315,1018.1,55.49,3.1528,27.529,1073.5,550.3,130.07,11.53,3.3806,71.071
17.356,1019.4,52.293,3.3508,24.16,1079.2,550.41,131.11,11.938,2.0726,55.273
32.567,1008,37.47,4.5489,30.289,1100,544.43,149.02,13.241,1.7084,57.692
10.628,1017.4,97.389,2.5241,19.103,1050.3,547.13,109.7,10.378,8.4945,102.13
23.906,1011.8,85.286,4.0406,25.589,1091.6,550.46,133.81,12.322,1.2378,59.477
11.53,1010.7,93.195,3.7899,27.614,1084.6,547.65,141.91,12.477,2.0798,72.943
28.288,1013.5,67.437,5.1923,29.638,1099.5,547.23,145.17,13.053,1.2815,55.701
4.225,1009.4,82.025,2.6655,19.151,1045,548.46,111.23,10.339,6.9274,77.577
8.1429,1015.5,85.612,4.5755,24.227,1085,550.33,134.71,11.957,1.0399,77.852
18.122,1011.1,90.029,2.894,19.391,1054.3,550.09,108.65,10.394,4.5696,61.082
27.521,1011.1,73.319,5.0836,30.312,1099.9,539.36,148.6,13.284,1.7564,55.669
27.931,1010.5,60.202,6.0732,30.231,1099.9,539.76,148.05,13.241,1.518,59.812
13.3,1007.1,94.198,3.2465,24.793,1085,549.96,133.07,11.805,1.3509,64.007
19.692,1001.4,90.78,3.8517,24.796,1076.4,550.3,129.09,11.667,1.5846,48.893
16.534,1008.7,88.592,3.572,19.839,1057.3,549.84,111.7,10.492,5.8546,65.267
23.015,1014.1,86.717,3.7756,25.546,1091.9,550.27,134.71,12.232,0.37396,58.788
25.351,1008.3,58.433,3.2785,20.7,1061.5,549.25,113.01,10.77,1.856,58.34
15.268,1018.3,86.097,3.7968,29.489,1092.4,536.09,147.57,13.176,0.93359,67.447
17.926,1023.5,73.46,3.3353,24.728,1088.2,549.88,133.26,11.98,1.7266,64.504
7.1047,1013.2,80.997,3.1865,22.952,1071.8,549.61,129.35,11.548,3.2888,64.731
9.612,1022.7,88.744,5.6347,36.003,1099.7,517.32,168.52,14.707,1.3807,60.827
27.001,1011,65.855,4.8416,30.774,1099.9,543.97,149.46,13.267,1.416,51.974
26.283,1015.1,58.595,4.9541,25.91,1092.9,549.89,133.21,12.271,1.8723,72.411
24.131,1012.1,74.024,5.3488,26.115,1094,550.34,135.55,12.319,1.1964,64.061
30.797,1006.4,59.69,4.201,28.621,1099.1,549.76,143.47,12.816,0.96677,54.947
4.2789,1019.3,76.528,2.6798,21.2,1056.6,546.59,119.43,10.953,7.945,91.232
22.068,1006.1,88.587,3.648,21.393,1055.5,548.98,113.39,10.875,3.6462,51.804
20.083,1015.1,85.585,4.4969,25.824,1084.1,549.86,133.72,12.192,1.7663,58.063
21.806,1012.7,80.488,2.9672,19.779,1057.6,550.02,110.88,10.628,2.3165,58.751
3.4638,1028.8,88.841,3.4958,19.821,1045.1,537.71,115.7,10.762,8.0434,96.572
31.344,1008.5,48.27,5.0512,30.66,1099.9,539.15,144.97,13.262,0.85105,63.118
16.397,1019.5,75.144,4.8192,24.93,1088,549.69,133.04,11.937,2.5988,80.836
28.612,1005.9,68.865,4.0052,25.005,1077.6,549.91,127.5,11.724,1.3486,44.734
30.914,1012.7,59.229,4.4592,26.552,1096,549.68,134.79,12.44,0.20952,59.407
17.351,1006.9,90.962,4.0814,24.698,1086.8,550.11,133.84,11.877,1.087,68.359
17.697,1006.6,100.07,5.6697,25.112,1087.4,550.18,133.74,12.014,1.4546,68.554
21.754,1003.1,86.14,3.3599,20.554,1052.2,550,111.32,10.578,4.7717,52.944
16.516,1017.5,67.648,4.5421,32.188,1100.1,530.56,158.2,13.913,1.3941,63.248
17.828,1013.4,93.068,4.4386,20.109,1059,550.09,112.43,10.597,3.3876,66.139
26.141,1011.7,62.014,3.8403,24.865,1077.8,549.87,127.43,11.756,1.8387,53.813
24.042,1007.5,64.371,4.262,25.628,1091.2,549.97,133.72,12.126,0.97954,67.383
14.071,1017.6,85.868,2.6628,22.958,1064.1,550.03,121.56,11.215,2.1276,64.074
27.756,1011.7,55.924,4.2637,26.22,1094.1,550.22,134.75,12.263,1.81,74.675
24.297,1012.9,64.146,3.9449,25.12,1079.9,550.44,129.75,11.966,1.4906,48.942
10.268,1017.2,85.177,2.8945,18.62,1054.3,549.54,110.37,10.396,3.8877,94.179
31.839,1009.4,54.476,6.2364,30.665,1100.1,538.82,148.34,13.274,1.3213,52.136
28.641,1009.3,56.178,4.1432,25.998,1091.5,549.82,132.84,12.157,1.0189,63.468
12.033,999.63,95.225,2.7145,19.854,1056.5,549.88,112.48,10.456,5.8969,81.649
21.846,1010.3,80.537,4.5379,31.318,1100,542.04,152.39,13.44,1.6157,60
15.207,1021.4,87.948,3.7056,23.861,1078.1,549.55,130.73,11.778,2.1098,49.699
20.256,1007.6,66.242,2.6966,19.331,1046.7,550.26,108.02,10.389,5.2037,54.976
26.634,1005.1,66.488,4.6648,30.226,1100,545.79,148.57,13.151,1.4931,56.664
20.946,1018.6,59.614,4.2471,30.92,1099.9,540.19,151.53,13.474,1.6098,51.543
25.428,1013.9,56.231,4.5407,29.712,1099.2,546.49,144.66,13.067,1.2564,64.627
20.665,1013.8,78.254,3.9748,28.584,1096.7,546.76,145.61,12.955,1.4094,53.074
17.06,1017.6,66.205,3.5526,32.202,1087.2,549.98,137.69,12.315,1.3127,61.582
9.2083,1008.8,80.214,2.2404,18.375,1039.2,546.86,107.56,10.246,5.1492,82.709
18.401,1006.2,92.356,4.5203,31.215,1100.1,535.02,154.04,13.551,1.5506,60.912
-3.6358,1030.2,49.327,4.0361,34.743,1099.9,525.95,172.01,14.548,2.5435,61.681
22.893,1010.1,96.389,3.4216,21.157,1055.7,550.12,112.57,10.697,2.788,40.497
1.1118,1015.3,58.826,2.8765,24.985,1072.4,550,131.36,11.644,3.3748,87.275
21.706,1011.3,83.738,3.7036,20.53,1061.8,550.06,112.99,10.755,4.1344,55.249
6.6213,1015,84.004,4.076,23.809,1084.6,550.31,134.65,11.816,1.7245,82.976
25.623,1009.6,79.001,4.0974,25.655,1090.3,549.71,133.67,11.971,2.0785,60.305
13.893,1008.7,69.062,4.2408,22.788,1077.8,550.22,127.36,11.53,1.1825,74.657
20.461,1010.4,94.343,4.5097,25.263,1089.4,549.85,133.97,12.15,1.7373,63.008
21.608,1011.3,86.456,4.3687,25.369,1089.9,549.71,133.57,12.022,0.94272,63.658
19.976,1007.7,75.154,3.121,19.982,1058.7,549.96,111.77,10.716,2.5872,60.175
20.509,1009.3,88.786,3.9322,25.116,1090.3,550.07,133.74,12.161,1.3016,64.09
21.285,1001.8,76.605,3.7499,25.002,1088,549.85,133.43,12.029,0.77131,63.546
7.83,1014.5,68.088,3.2267,23.968,1079.3,550.09,134.75,11.901,3.4326,75.2
24.455,1004.2,80.761,3.9347,24.998,1077.2,550.33,127.91,11.785,0.75839,42.721
16.465,1013.1,87.996,3.5094,19.343,1055.2,550,109.63,10.481,4.4507,59.264
22.313,1014.4,64.225,3.9822,25.396,1090.1,550.17,134.21,12.217,1.6324,70.049
9.5944,1002,99.625,3.7629,32.619,1100,530.28,162.65,13.917,0.3369,68.555
22.069,1002.7,76.987,3.9744,25.399,1089.7,549.85,134.16,12.132,5.4348,61.596
8.1606,1028.7,56.702,4.1966,32.966,1100.1,526.65,163.77,14.171,1.1327,66.342
18.083,1017.4,87.435,3.4683,29.543,1099.8,540.06,150.04,13.23,0.37556,57.998
30.218,1006.8,60.268,4.0299,25.401,1079.4,550.22,127.18,11.934,1.892,47.956
20.895,1010.1,59.437,3.0722,21.739,1062.2,549.86,118.83,11.017,3.146,54.267
15.217,1010,85.091,3.0789,22.13,1064.4,550.19,121.9,11.178,3.2728,55.416
13.464,1014.3,73.358,3.5933,25.05,1085.9,549.95,133.05,11.809,1.4696,60.623
8.0138,1018.7,90.463,3.9717,23.74,1084.7,550.12,133.67,11.8,0.97315,77.681
21.135,1012.9,90.813,3.922,25.168,1089.4,550,133.89,12.07,1.8975,63.624
26.429,1013.5,71.625,3.7454,24.021,1082.2,550.08,126.74,11.717,1.2314,54.786
19.29,1014,85.649,4.3024,30.43,1100.2,542.76,151.27,13.363,1.3501,48.277
21.771,1010.7,84.462,4.2717,30.144,1099.9,544.15,149.51,13.302,1.7226,46.615
7.5912,1012.7,83.874,3.996,23.417,1083.3,550.19,133.86,11.777,1.7368,82.71
22.641,1019.7,71.792,4.1524,23.271,1070.5,550.08,122.4,11.419,2.2317,56.005
25.204,1014.3,58.465,4.3115,25.909,1093.5,549.58,134.77,12.279,1.0106,66.674
13.402,1009,96.639,3.2438,20.944,1056.3,549.92,116.76,10.838,4.155,70.065
21.908,1009,87.045,3.736,25.154,1089.2,549.65,133.22,11.91,0.64748,62.932
8.2502,1016,82.249,3.9265,23.714,1083.8,550.13,133.97,11.796,0.77978,77.483
27.633,1008.3,60.129,4.5082,30.161,1100,544.76,148.15,13.212,1.5563,56.247
22.418,1017.8,75.718,3.3869,19.691,1056.9,549.89,109.2,10.524,4.7358,55.601
17.487,1009.8,80.617,4.5921,32.31,1100,540.69,154.25,13.603,1.073,85.594
16.356,1023,75.771,4.2317,24.442,1088.2,549.79,133.69,11.976,2.3093,68.869
20.976,1011.3,96.93,4.4024,25.216,1089.7,550.13,133.67,12.017,1.8748,61.929
11.573,1011.1,90.998,3.1004,24.203,1085.9,549.86,134.42,11.907,1.5726,74.51
3.3562,1016.9,79.937,3.4169,24.887,1083.9,550.02,137.23,12.123,3.1773,74.264
13.342,1013.8,80.634,3.2665,24.322,1085.8,549.92,133.52,11.88,1.6244,70.561
22.003,1006.7,75.846,3.6152,22.997,1069.8,549.99,123.79,11.451,2.6023,48.489
8.8908,1022.8,88.769,6.1996,33.694,1100.2,527.02,163.47,14.18,0.28964,57.042
14.049,1011.2,94.538,5.6086,31.616,1100,533.62,156.25,13.739,0.73037,65.413
18.878,1011.4,61.534,3.7645,25.887,1089.5,550.16,133.35,11.988,1.3052,65.888
24.626,1014.8,60.915,3.3946,20.349,1060.1,550.08,111.02,10.615,3.223,52.504
16.251,1015.1,79.559,3.3899,23.837,1076.8,550.1,130.32,11.799,2.2497,53.9
26.123,1007,79.347,4.5285,29.878,1100,547.5,147,12.989,1.5276,58.961
30.972,1006.6,52.945,4.4689,30.156,1100.1,545.12,147.1,13.166,1.8925,55.335
4.9969,1023.8,80.824,4.0943,33.527,1100,531.56,164.39,14.146,2.6403,58.935
30.811,1011.5,71.959,4.5511,27.124,1088.1,548.98,133.81,12.318,1.902,53.373
10.764,1007.8,94.784,4.2425,23.942,1084,549.72,133.71,11.659,1.6109,77.136
9.066,1005.1,91.653,2.4391,19.176,1048.4,545.92,110.62,10.434,7.3741,87.62
22.566,1014.2,80.258,4.7594,30.869,1099.9,542.9,151.03,13.362,1.035,50.197
11.616,1021.4,89.929,2.9722,24.063,1085.4,549.99,133.86,11.896,1.873,72.875
7.1251,1017.4,87.566,2.9702,23.392,1082.7,549.95,133.04,11.692,2.3449,83.303
16.175,1023.4,73.42,3.6606,23.558,1076.6,549.72,129.44,11.815,1.9189,54.704
22.345,1006.9,81.24,2.6259,20.005,1055.6,550.22,108.95,10.451,4.608,64.833
20.594,1016.3,79.134,4.53,24.825,1079,549.87,129.37,11.889,1.6122,55.935
10.915,1019.4,82.501,2.6894,22.575,1064.1,549.71,122.6,11.23,2.5706,68.175
18.747,1015,93.038,3.0717,19.61,1058.3,549.74,111.79,10.549,2.2118,61.462
16.933,1023.4,64.664,3.2887,23.589,1075.7,550.21,128.81,11.649,2.9759,57.91
19.828,1010.3,96.32,4.8231,26.894,1091.4,545.41,138.54,12.488,1.4264,61.515
28.911,1007.1,59.996,5.3231,31.16,1100,536.82,150.51,13.477,1.2509,56.115
28.682,1009.1,66.379,3.9219,25.189,1088.3,549.65,130.09,11.875,0.45645,57.43
14.561,1019.8,87.209,4.8628,24.879,1087.4,549.92,133.73,11.923,2.1026,78.852
17.842,1015.1,93.818,3.6905,19.595,1056.2,550.05,110.8,10.457,3.9935,61.857
21.128,1006.3,93.004,5.1621,31.209,1100,542.53,150.28,13.335,1.5272,55.753
14.538,1015.2,92.962,4.1376,32.58,1099.9,532.31,156.41,13.758,0.75172,75.827
19.522,1010.7,70.961,4.1737,24.395,1086.7,550.36,132.48,11.833,1.7123,70.898
9.4321,1023.5,66.013,4.5589,32.856,1100,532.5,161.89,14.03,2.4586,48.015
6.766,1012.6,98.214,3.8493,23.622,1083.6,549.82,134.39,11.83,1.2259,78.728
10.849,1009.8,70.953,3.3515,25.61,1081.5,550.18,135.67,12.06,0.96647,60.354
17.316,1011.6,90.865,2.8414,18.448,1035.4,546.46,102.43,10.052,10.021,82.251
18.429,1019.4,77.3,4.029,31.47,1099.9,535.93,152.96,13.529,1.2176,71.122
9.4406,1006.7,97.333,3.0816,23.691,1081.9,550.07,132.03,11.628,1.4003,77.506
29.046,1003.9,68.652,5.0432,29.485,1099.8,548.91,144.74,13.006,1.8249,58.2
9.6306,1023.2,100.05,3.6822,24.778,1076.4,549.92,133.52,11.852,1.3162,62.697
10.831,1005.6,75.51,2.4141,19.908,1034.8,545.62,105.22,10.144,7.2251,86.109
16.825,1012.9,87.556,3.5489,19.449,1056,550.1,110.14,10.453,4.3451,59.993
24.4,1005.4,86.387,4.0297,25.158,1078.6,550.13,128.99,11.897,1.8933,51.163
13.52,1016.1,86.893,2.8482,18.848,1054.7,550,110.71,10.494,4.2353,74.424
23.433,1012.9,92.986,3.5533,22.004,1070.8,549.93,118.94,11.205,3.0063,52.943
16.223,1009,79.336,3.387,25.019,1087.8,549.79,133.54,12.044,0.58914,72.127
12.124,1020.6,81.512,3.4925,27.478,1084.3,549.91,136.89,12.183,4.8178,65.954
18.274,1002.5,91.958,3.331,22.846,1069.2,549.73,124.48,11.422,2.0129,47.018
22.995,1014.8,79.087,3.9451,25.093,1082.1,549.76,131.66,12.084,1.9178,53.611
6.1617,1009.6,94.601,4.096,32.629,1100,529.79,162.97,13.98,0.60147,71.029
24.17,1006.5,80.043,3.9993,25.552,1090.8,550.41,133.77,12.132,4.5,49.523
29.713,1007.4,60.257,4.5635,29.852,1099.7,540.76,146.9,13.098,0.39793,56.805
19.649,1015.9,67.424,3.5321,29.297,1086,550.32,135.88,12.247,1.5395,58.32
13.486,1007.5,83.928,2.963,20.104,1017.2,530.03,104.33,10.362,26.752,77.282
15.442,1008.1,77.11,4.012,31.201,1099.9,535.14,155.09,13.533,0.29687,70.652
9.8045,1026.9,81.969,4.0169,20.079,1035.5,533.55,110.62,10.598,8.6029,98.796
23.029,1014.4,74.985,4.4282,30.851,1100.1,535.77,152.56,13.524,0.76488,55.514
2.8835,1021.3,80.96,4.1499,33.775,1100,529.7,166.85,14.278,2.9325,59.003
24.411,1017.1,57.265,4.8495,30.215,1099.8,536.31,151.4,13.583,1.5577,62.334
8.1053,1016.8,79.229,2.9985,21.641,1060.2,547.97,122.01,11.158,5.3552,74.624
24.221,1011.2,74.851,3.8531,25.721,1092.6,549.91,134.81,12.14,0.46917,61.695
24.601,1013.8,70.868,3.2719,19.834,1057,549.85,109.17,10.442,7.216,70.36
11.274,1031.7,71.303,2.5854,18.486,1042.2,546.77,107.9,10.445,7.71,74.423
28.251,1010.7,59.622,4.4465,26.265,1094.2,550.38,135.12,12.432,4.1194,72.338
10.481,1025.9,82.584,3.8492,19.685,1054,546.81,112.65,10.63,3.4265,88.683
11.574,1005.3,83.092,3.7057,31.474,1099.4,538.48,157.06,13.66,0.78347,60.219
5.0453,1021.6,57.228,4.0197,33.137,1100,531.09,165.03,14.126,3.0077,64.007
10.274,1006.6,86.779,4.1986,31.99,1099.9,531.85,159.75,13.778,1.5974,64.436
13.081,1019,85.55,3.8347,23.789,1086,549.99,133.7,11.778,1.6205,74.892
